وطاب من~25#248#18#23
وقد تكون~87#3168#122#102,87#3178#405#112,87#3218#160#152,87#3280#269#214,87#3379#353#313,87#3379#368#313,87#3380#15#314,87#3386#305#320,87#3911#45#398,87#3934#262#421,90#4506#165#521,90#4508#88#523
وقد تلتبس~87#3229#143#163,87#3645#165#132,87#3775#50#262,87#3775#207#262,87#3775#226#262,87#3788#228#275
وقد تلحظ~87#3934#286#421
وقد تلقاها~82#2213#171#300
وقد تنفر~87#3988#139#475
وقد تنقب~90#4488#20#503
وقد تهدد~87#3693#95#180
وقد تواترت~87#3724#36#211
وقد تولى~87#3590#8#77
وقد ثبت~57#1602#88#173,87#3622#61#109
وقد ثقلت~87#3592#363#79
وقد جئت~90#4176#104#182,90#4436#157#451
وقد جاء~87#3114#423#48,87#3117#384#51,87#3131#448#65,87#3141#269#75,87#3145#139#79,87#3184#141#118,87#3186#110#120,87#3189#347#123,87#3190#349#124,87#3192#256#126,87#3215#206#149,87#3217#200#151,87#3241#222#175,87#3243#395#177,87#3243#547#177,87#3254#38#188,87#3254#174#188,87#3254#220#188,87#3276#456#210,87#3291#14#225,87#3317#274#251,87#3328#298#262,87#3341#265#275,87#3360#433#294,87#3378#208#312,87#3388#417#322,87#3394#327#328,87#3406#44#340,87#3417#99#351,87#3428#375#362,87#3436#357#370,87#3444#334#378,87#3472#97#406,87#3502#383#436,87#3519#313#6,87#3519#370#6,87#3578#274#65,87#3578#341#65,87#3588#535#75,87#3673#145#160,87#3677#23#164,87#3683#297#170,87#3707#135#194,87#3717#188#204,87#3740#50#227,87#3749#121#236,87#3758#129#245,87#3760#51#247,87#3760#203#247,87#3765#249#252,87#3765#315#252,87#3771#68#258,87#3772#267#259,87#3782#24#269,87#3845#50#332,87#3901#250#388,87#3912#155#399,87#3937#298#424,87#3948#110#435,87#3973#150#460
وقد جاءا~87#3795#297#282
وقد جاءت~87#3698#79#185,39#752#158#71
وقد جاءه~90#4020#113#26
وقد جاز~90#4340#126#355
وقد جاوز~87#3654#324#141
وقد جرى~90#4489#147#504
وقد جعل~87#3095#317#29,87#3132#85#66,87#3136#18#70,87#3223#195#157,87#3258#364#192,87#3319#318#253,87#3358#212#292,87#3369#97#303,87#3375#351#309,87#3382#211#316,87#3382#258#316,87#3383#136#317,87#3391#379#325,87#3400#64#334,87#3401#392#335,87#3403#251#337,87#3407#325#341,87#3418#281#352,87#3483#136#417,87#3533#144#20,87#3533#242#20,87#3592#58#79,87#3596#152#83,87#3696#81#183,87#3839#55#326,87#3872#68#359,87#3888#51#375,87#3895#19#382,87#3903#209#390,87#3914#208#401,87#3925#309#412,87#3933#47#420
وقد جعلتها~87#3472#294#406
وقد جعلك~7#127#41#16
وقد جعلنا~87#3989#314#476
وقد جعله~87#3351#102#285
وقد جفت~90#4540#45#555
وقد جلست~87#3189#212#123
وقد جمع~82#2381#198#16,87#3398#8#332,87#3442#124#376
وقد جمعت~82#2406#52#41
وقد جنيت~87#3951#313#438
وقد جهل~87#3369#66#303
وقد حبسه~87#3551#225#38
وقد حجب~87#3285#79#219
وقد حدثت~87#3309#66#243,87#3330#61#264,87#3333#33#267,87#3708#227#195
وقد حدثتك~30#354#201#14
وقد حدثنا~87#3842#258#329
وقد حدثني~87#3379#108#313,87#3639#289#126
وقد حدثه~87#3987#213#474
وقد حدثونا~87#3248#281#182,87#3568#411#55,87#3594#170#81
وقد حده~71#1829#17#138
وقد حذر~60#1663#206#461,82#2141#94#228
وقد حذركوبإسناده~41#944#110#33
وقد حذق~87#3833#385#320,87#3967#52#454
وقد حرم~82#2550#104#185,83#2808#100#37
وقد حصل~90#4217#116#223
وقد حصلنا~87#3318#199#252
وقد حضرته~90#4455#214#470
وقد حكى~87#3947#178#434,90#4557#145#572
وقد حكي~87#3543#249#30,87#3559#321#46,87#3560#163#47,90#4168#249#174
وقد حكيت~87#3353#87#287
وقد حل~2#40#48#38
وقد حلت~30#359#271#19
وقد حلفت~90#4276#186#282
وقد حلى~82#2710#140#345
وقد حمل~90#4515#176#530
وقد خاب~6#118#64#5,82#2762#55#397,87#3724#224#211
وقد خاصمه~87#3662#167#149
وقد خالفكم~32#380#132#116
وقد خالفه~87#3505#73#439,87#3505#204#439,32#390#143#126,87#3944#270#431
وقد خدم~90#4303#99#309
وقد خرج~84#2851#440#4
وقد خرجنا~87#3970#181#457
وقد خرجوا~18#177#133#30
وقد خص~25#270#108#45,87#3250#124#184
وقد خضروا~87#3355#18#289
وقد خضعه~87#3357#315#291
وقد خفي~87#3100#132#34
وقد خلقتك~82#2335#75#422,82#2335#101#422
وقد خلقتني~61#1706#102#193
وقد خير~87#3442#266#376
وقد دخل~87#3585#269#72,87#3585#487#72,87#3614#160#101
وقد دخلت~87#3253#255#187,87#3705#50#192,87#3943#399#430
وقد دعاه~30#354#94#14
وقد دعيت~37#525#97#134
وقد دلت~87#3200#42#134,87#3200#113#134
وقد دلس~87#3820#5#307
وقد دنا~90#4454#152#469
وقد ذ~70#1821#4#68
وقد ذبح~90#4325#16#331
وقد ذقت~7#134#14#23
وقد ذكر~41#1015#90#104,20#187#97#152,82#2113#126#200,82#2371#56#6,87#3113#432#47,87#3114#223#48,87#3184#235#118,87#3245#406#179,87#3396#42#330,87#3538#39#25,30#358#42#18,87#3637#745#124,87#3683#5#170,87#3905#145#392,38#698#0#182,40#847#24#43
وقد ذكرت~45#1480#184#354,87#3804#64#291,37#537#133#146,41#932#72#21
وقد ذكرنا~87#3313#263#247,87#3343#128#277,87#3467#168#401,87#3574#79#61,87#3916#243#403
وقد ذكره~87#3108#7#42,87#3116#115#50,87#3397#360#331
وقد ذم~87#3427#297#361,87#3584#446#71,87#3594#290#81,87#3636#213#123,87#3637#205#124,87#3852#409#339,90#4406#79#421
وقد ذهب~87#3516#250#3,87#3957#426#444
وقد ذهبت~87#3791#366#278
وقد رآه~82#2174#58#261,87#3757#380#244
وقد رأى~87#3623#28#110,87#3859#284#346
وقد رأيت~7#133#285#22,67#1766#68#32,87#3164#140#98,87#3671#133#158,87#3692#13#179,87#3865#365#352
وقد رأيتني~85#2950#14#96,85#2957#112#103,86#3049#7#195
وقد رأيته~85#2927#84#73
وقد رأينا~87#3139#217#73,87#3559#268#46,87#3570#67#57,87#3792#128#279,37#495#90#104
وقد رؤي~87#3814#229#301
وقد ربط~46#1488#121#60
وقد رجع~34#407#230#100
وقد رخص~87#3364#406#298,87#3365#244#299,87#3936#366#423
وقد ردت~87#3699#6#186
وقد رزقه~87#3694#243#181
وقد رسم~62#1723#35#75
وقد رضى~82#2707#25#342
وقد رضيت~82#2660#142#295
وقد رفع~7#131#197#20,87#3323#60#257,87#3576#50#63,87#3576#339#63,87#3899#147#386
وقد رفعت~87#3716#221#203
وقد رفعه~87#3191#287#125,87#3690#55#177,87#3712#315#199
وقد رمدت~87#3549#374#36
وقد رمل~87#3758#384#245
وقد رواه~87#3795#242#282,87#3889#338#376
وقد رووا~87#3769#119#256
وقد روى~58#1625#116#26,87#3266#155#200,87#3335#150#269,28#340#142#37,29#346#177#42,87#3732#92#219,87#3759#445#246,87#3827#187#314,87#3882#324#369,87#3984#218#471,87#3999#356#486,90#4490#159#505,90#4492#39#507
وقد روي~25#302#42#77,87#3106#214#40,87#3128#102#62,87#3131#215#65,87#3189#73#123,87#3192#172#126,87#3205#376#139,87#3242#260#176,87#3283#149#217,87#3337#63#271,87#3383#72#317,87#3415#390#349,87#3555#76#42,87#3560#270#47,87#3592#268#79,87#3596#326#83,87#3672#261#159,87#3677#126#164,87#3769#214#256,87#3796#37#283,87#3819#101#306,87#3819#156#306,87#3887#390#374,87#3918#162#405,87#3925#0#412,87#3930#96#417,87#3944#122#431,87#3950#253#437,87#3950#395#437,87#3968#435#455,87#3972#94#459,87#3991#18#478,37#555#69#164,38#649#0#114,3#83#64#208
وقد رويت~87#3754#396#241
وقد روينا~87#3133#340#67,87#3142#312#76,87#3144#219#78,87#3148#128#82,87#3153#396#87,87#3159#369#93,87#3181#0#115,87#3185#27#119,87#3185#273#119,87#3186#284#120,87#3189#288#123,87#3191#442#125,87#3198#51#132,87#3199#343#133,87#3200#270#134,87#3201#269#135,87#3205#89#139,87#3205#123#139,87#3206#74#140,87#3215#110#149,87#3217#159#151,87#3245#400#179,87#3265#244#199,87#3266#16#200,87#3289#326#223,87#3289#681#223,87#3294#0#228,87#3294#346#228,87#3304#244#238,87#3305#340#239,87#3310#223#244,87#3315#246#249,87#3322#299#256,87#3325#139#259,87#3332#202#266,87#3332#251#266,87#3341#157#275,87#3344#12#278,87#3345#349#279,87#3361#0#295,87#3361#19#295,87#3363#287#297,87#3367#359#301,87#3373#35#307,87#3381#337#315,87#3406#0#340,87#3410#331#344,87#3423#86#357,87#3429#191#363,87#3444#121#378,87#3446#379#380,87#3470#353#404,87#3472#14#406,87#3473#176#407,87#3474#181#408,87#3508#282#442,87#3531#153#18,87#3543#143#30,87#3547#38#34,87#3548#31#35,87#3553#150#40,87#3577#365#64,87#3578#33#65,87#3578#74#65,87#3578#141#65,87#3584#145#71,87#3584#372#71,87#3588#552#75,87#3590#295#77,87#3597#124#84,87#3606#93#93,87#3607#167#94,87#3616#138#103,87#3622#149#109,87#3635#256#122,87#3639#22#126,87#3657#10#144,87#3665#416#152,87#3690#415#177,87#3691#0#178,87#3706#383#193,87#3707#288#194,87#3709#83#196,87#3712#283#199,87#3713#84#200,87#3723#332#210,87#3727#147#214,87#3733#352#220,87#3735#60#222,87#3739#157#226,87#3749#109#236,87#3753#197#240,87#3754#152#241,87#3754#328#241,87#3756#91#243,87#3771#397#258,87#3780#53#267,87#3795#202#282,87#3795#309#282,87#3828#21#315,87#3837#155#324,87#3854#0#341,87#3866#171#353,87#3867#0#354,87#3868#249#355,87#3873#86#360,87#3874#33#361,87#3875#329#362,87#3875#355#362,87#3879#265#366,87#3882#279#369,87#3888#8#375,87#3895#306#382,87#3912#302#399,87#3914#38#401,87#3915#307#402,87#3915#351#402,87#3922#145#409,87#3925#72#412,87#3958#211#445,87#3995#325#482,87#3996#282#483
وقد رويناه~87#3305#0#239,87#3309#141#243,87#3329#36#263,87#3580#338#67,87#3673#83#160,87#3747#37#234,87#3778#299#265,87#3818#399#305
وقد رين~87#3223#67#157
وقد زادت~87#3453#11#387
وقد زخرفت~90#4550#284#565
وقد زعم~32#387#92#123,32#393#155#129,3#82#16#205
وقد زعمت~87#3994#111#481
وقد زعمتم~71#1829#110#138
وقد زهدهم~87#3571#112#58
وقد زوج~87#3927#244#414
وقد زينت~52#1538#195#52
وقد سأل~87#3837#367#324,87#3879#118#366,87#3880#187#367
وقد سألته~90#4344#179#359,90#4418#192#433
وقد سألتهما~90#4344#195#359
وقد سألنا~32#388#34#124
وقد سألناه~32#395#180#131,90#4344#205#359
وقد سألني~87#3972#405#459
وقد سأله~41#1056#105#145,41#1162#24#251,82#2476#49#111,87#3152#130#86,87#3372#110#306,90#4235#190#241,90#4539#22#554
وقد سألهم~32#397#0#133
وقد سألوه~87#3154#259#88
وقد سئل~82#2102#59#189,82#2103#113#190,82#2192#74#279,82#2348#36#435,82#2440#30#75,82#2462#22#97,82#2467#236#102,82#2483#285#118,82#2524#280#159,82#2541#229#176,82#2566#147#201,82#2576#84#211,82#2579#150#214,82#2656#110#291,82#2670#206#305,82#2776#128#411,87#3104#270#38,87#3376#278#310,87#3403#359#337,87#3538#414#25,87#3543#83#30,87#3632#150#119,87#3639#99#126,87#3646#389#133,87#3698#113#185,87#3735#194#222,87#3762#229#249,87#3794#283#281,87#3910#210#397,87#3912#222#399,87#3913#288#400,90#4019#71#25,90#4072#71#78,90#4131#39#137,90#4207#50#213,90#4218#10#224,90#4277#96#283,90#4278#214#284,90#4314#23#320,90#4416#178#431,90#4416#240#431,90#4423#4#438,90#4424#48#439,90#4426#59#441,90#4426#90#441,90#4448#87#463,90#4449#194#464,90#4463#65#478,90#4473#120#488,90#4485#129#500,90#4494#52#509,90#4498#36#513,90#4498#47#513,90#4501#85#516,39#812#46#133
وقد سئلت~87#3215#277#149
وقد ساحوا~18#177#212#30
وقد سالت~87#3584#212#71
وقد سبح~82#2670#31#305
وقد سبق~82#2040#255#127,82#2436#109#71,87#3288#163#222,87#3380#315#314,39#808#27#129
وقد سبقت~86#3060#47#206,3#97#106#222
وقد سبقه~87#3189#242#123
وقد سبقوه~87#3184#117#118
وقد ستر~87#3451#414#385
وقد سترها~87#3230#191#164,87#3230#356#164
وقد سخط~87#3457#59#391
وقد سددت~90#4412#100#427
وقد سرى~87#3418#58#352
وقد سلك~87#3461#232#395,87#3637#771#124
وقد سماها~3#80#68#201
وقد سمع~87#3099#116#33,30#349#282#9,87#3615#208#102,90#4490#29#505
وقد سمعت~44#1450#45#54,82#2471#104#106,87#3187#148#121,87#3231#98#165,87#3791#1#278,87#3980#254#467
وقد سمعت,~90#4278#159#284
وقد سمعتيه~82#2737#145#372
وقد سمعنا~87#3711#344#198
وقد سمعه~87#3351#411#285,87#3351#432#285,87#3615#102#102
وقد سمعوه~87#3450#239#384
وقد سمى~12#149#177#52,87#3303#196#237,87#3350#38#284,87#3376#191#310,87#3470#24#404,30#366#205#26,31#376#205#36,31#376#226#36
وقد سهل~82#2107#103#194
وقد سهم~82#2380#201#15
وقد سوى~87#3156#24#90,87#3189#366#123,87#3202#7#136,87#3362#13#296
وقد شبه~87#3662#361#149,87#3799#149#286,87#3920#63#407,87#3933#112#420
وقد شبهوا~87#3799#76#286
وقد شرحت~7#126#304#15,60#1684#49#482
وقد شرحنا~87#3411#442#345
وقد شرط~87#3539#321#26,87#3597#284#84,87#3919#320#406
وقد شرف~87#3397#284#331,87#3527#304#14
وقد شرك~87#3403#271#337
وقد شركهم~87#3537#89#24
وقد شغلت~41#1130#187#219
وقد شق~87#3547#276#34
وقد شكر~87#3784#75#271
وقد شكل~87#3216#273#150
وقد شكى~87#3932#110#419
وقد شهد~71#1824#80#133,71#1827#97#136,87#3270#449#204,87#3472#264#406,87#3728#109#215
وقد شوقتني~41#1320#167#410
وقد صارت~90#4519#240#534
وقد صامه~87#3200#49#134
وقد صح~25#298#31#73,25#305#143#80,87#3538#406#25
وقد صدق~87#3614#269#101
وقد صرح~60#1667#81#465
وقد صرعه~90#4024#21#30
وقد صف~87#3809#178#296
وقد صلاهما~87#3104#112#38
وقد صلى~41#1304#178#394,87#3497#300#431
وقد صنف~90#4514#17#529
وقد ضرب~87#3609#81#96,87#3785#142#272
وقد ضمن~81#1920#5#22,82#2644#61#279
وقد ضمهم~87#3313#27#247
وقد ضيعتم~82#2059#43#146
وقد ضيعتهما~49#1516#38#376
وقد طلب~25#271#92#46
وقد طمعته~60#1683#150#481
وقد طوى~90#4064#190#70
وقد طويت~11#148#21#49
وقد طوينا~87#3574#99#61
وقد طيبتها~87#3952#127#439
وقد ظهر~90#4370#117#385,90#4514#0#529,37#476#27#84
وقد ظهرت~87#3343#183#277
وقد عاب~87#3636#276#123,87#3637#268#124
وقد عاتب~87#3620#381#107
وقد عاد~87#3893#351#380
وقد عالج~37#501#41#110
وقد عبر~87#3477#260#411,87#3730#248#217
وقد عجز~82#2393#0#28
وقد عد~90#4151#209#157
وقد عرج~87#3807#13#294
وقد عرفت~30#354#145#14,30#354#267#14,87#3975#424#462
وقد عرفنا~87#3792#283#279
وقد عزت~39#789#96#108
وقد عصب~87#3942#238#429
وقد عصيت~2#27#6#25
وقد عصيته~90#4354#40#369
وقد عصيتهوبإسناده~41#1312#55#402
وقد عفا~87#3754#380#241,87#3807#341#294,90#4331#211#345
وقد عقل~3#97#84#222
وقد عكفوا~87#3214#205#148
وقد علق~87#3857#362#344
وقد علقهم~90#4176#82#182
وقد علم~60#1674#149#472,87#3560#286#47,37#468#114#76,37#588#96#197
وقد علمت~7#121#153#10,8#136#225#27,17#173#46#193,87#3184#398#118,87#3535#188#22,30#356#214#16
وقد علمته~40#885#84#81
وقد علمنا~30#351#36#11,87#3850#150#337
وقد علموا~41#1321#21#411
وقد عمر~87#3201#8#135,90#4105#16#111
وقد عمل~87#3834#148#321
وقد عمله~37#535#69#144
وقد عوتب~87#3225#243#159,87#3493#323#427
وقد غاب~17#171#154#191
وقد غضب~87#3579#230#66
وقد غفر~82#2347#154#434,90#4305#140#311,90#4309#110#315
وقد غفرت~85#2981#86#127
وقد غلط~87#3558#342#45,87#3588#598#75,87#3846#181#333
وقد غيبهم~82#2455#40#90
وقد فارقني~90#4411#7#426
وقد فتحت~25#257#115#32
وقد فر~82#2320#38#407
وقد فرض~90#4245#193#251
وقد فرضنا~70#1810#22#57
وقد فرضها~38#647#22#112
وقد فرغ~87#3487#218#421,37#584#146#193
وقد فرغته~87#3483#16#417
وقد فرق~87#3288#253#222,87#3289#128#223,87#3289#483#223
وقد فسر~82#2134#10#221,87#3534#158#21,87#3777#174#264,87#3794#207#281,87#3929#305#416
وقد فسرت~12#150#250#53
وقد فصل~87#3288#35#222,87#3515#39#449,30#352#177#12
وقد فضل~87#3328#416#262,87#3329#9#263,87#3548#350#35,37#584#139#193
وقد فعل~87#3126#101#60,87#3326#245#260,87#3393#407#327,87#3542#207#29,87#3827#181#314,87#3864#260#351,87#3952#432#439
وقد فعله~87#3816#374#303,87#3858#392#345,87#3924#27#411
وقد فقدت~82#2239#124#326
وقد فقدناها~90#4494#137#509
وقد قارب~82#2230#25#317
وقد قال~41#1228#186#317,44#1436#199#40,46#1489#101#61,12#149#161#52,12#150#167#53,58#1623#222#24,58#1624#56#25,58#1626#47#27,60#1653#188#451,60#1655#57#453,60#1655#67#453,60#1672#163#470,60#1679#89#477,60#1686#102#484,64#1735#116#190,67#1778#104#44,71#1824#112#133,72#1845#150#163,81#1908#142#10,81#1934#114#36,82#2059#152#146,82#2121#72#208,82#2307#89#394,82#2560#24#195,87#3103#164#37,87#3106#193#40,87#3116#91#50,87#3116#219#50,87#3132#56#66,87#3132#200#66,87#3151#306#85,87#3159#210#93,87#3160#64#94,87#3184#372#118,87#3201#253#135,87#3206#257#140,87#3207#161#141,87#3208#41#142,87#3214#414#148,87#3216#402#150,87#3218#250#152,87#3221#317#155,87#3222#314#156,87#3229#302#163,87#3230#484#164,87#3230#501#164,87#3232#201#166,87#3237#290#171,87#3238#376#172,87#3239#317#173,87#3240#119#174,87#3243#26#177,87#3243#285#177,87#3246#262#180,87#3249#412#183,87#3251#62#185,87#3254#23#188,87#3255#447#189,87#3257#24#191,87#3263#60#197,87#3270#12#204,87#3271#328#205,87#3272#3#206,87#3274#297#208,87#3278#202#212,87#3284#453#218,87#3285#275#219,87#3288#224#222,87#3288#235#222,87#3298#0#232,87#3306#349#240,87#3308#314#242,87#3311#94#245,87#3328#93#262,87#3329#88#263,87#3331#132#265,87#3331#342#265,87#3335#134#269,87#3335#403#269,87#3336#5#270,87#3336#146#270,87#3348#321#282,87#3351#88#285,87#3357#328#291,87#3358#173#292,87#3361#361#295,87#3363#155#297,87#3363#263#297,87#3364#167#298,87#3365#153#299,87#3384#30#318,87#3385#105#319,87#3389#220#323,87#3392#146#326,87#3401#141#335,87#3409#186#343,28#341#35#38,87#3410#199#344,87#3411#36#345,87#3411#260#345,87#3416#0#350,87#3428#346#362,87#3432#386#366,87#3432#403#366,87#3434#241#368,87#3435#79#369,87#3436#228#370,87#3438#383#372,87#3441#304#375,87#3443#94#377,29#346#204#42,87#3471#316#405,87#3475#81#409,87#3486#6#420,87#3486#87#420,87#3498#21#432,87#3500#74#434,87#3504#64#438,87#3506#101#440,87#3519#182#6,87#3541#170#28,87#3541#572#28,87#3547#77#34,87#3552#19#39,87#3552#315#39,30#357#296#17,87#3570#367#57,87#3576#13#63,87#3582#397#69,87#3586#28#73,87#3591#370#78,87#3598#212#85,87#3599#5#86,87#3599#154#86,87#3601#136#88,87#3604#164#91,30#361#63#21,87#3618#318#105,87#3619#12#106,87#3622#283#109,87#3624#29#111,87#3628#46#115,87#3630#40#117,87#3631#267#118,87#3648#64#135,87#3653#209#140,87#3657#81#144,87#3657#215#144,87#3671#183#158,87#3672#192#159,87#3675#262#162,87#3681#381#168,87#3683#399#170,87#3689#4#176,87#3692#166#179,87#3700#11#187,87#3701#59#188,87#3705#372#192,87#3707#46#194,87#3708#326#195,87#3715#305#202,87#3720#398#207,87#3738#31#225,87#3738#223#225,87#3740#223#227,87#3747#212#234,31#376#0#36,87#3762#219#249,87#3771#92#258,87#3772#287#259,87#3781#164#268,87#3782#142#269,87#3784#299#271,87#3796#58#283,87#3805#4#292,87#3815#352#302,87#3826#117#313,87#3849#378#336,87#3852#168#339,87#3852#221#339,87#3856#40#343,87#3857#330#344,87#3865#296#352,87#3873#236#360,87#3873#340#360,87#3874#154#361,87#3874#280#361,87#3875#130#362,87#3877#236#364,87#3885#235#372,87#3885#378#372,87#3898#351#385,87#3902#363#389,87#3904#148#391,87#3904#336#391,87#3910#324#397,87#3913#101#400,87#3920#183#407,87#3928#0#415,87#3928#336#415,87#3931#266#418,87#3931#310#418,87#3932#261#419,87#3933#325#420,87#3935#226#422,87#3939#29#426,87#3946#202#433,87#3947#319#434,87#3949#9#436,87#3951#157#438,87#3986#10#473,87#3986#174#473,87#3986#277#473,87#3992#170#479,90#4036#42#42,90#4407#139#422,90#4437#1#452,90#4565#61#580,37#461#16#69,37#470#43#78,37#487#0#96,37#588#142#197,39#726#78#45,39#728#185#47,39#796#151#115,3#98#52#223
وقد قال(فاذكروني~44#1432#11#36
