فتسامع بها~87#3682#280#169
فقال تعالى~7#125#4#14,15#162#234#73,15#162#255#73,82#2417#190#52,83#2819#63#48,87#3102#375#36,87#3107#202#41,87#3107#347#41,87#3135#25#69,87#3201#57#135,87#3245#304#179,87#3250#149#184,87#3250#184#184,87#3252#125#186,87#3256#176#190,87#3260#273#194,87#3261#10#195,87#3266#430#200,87#3314#212#248,87#3317#77#251,87#3328#430#262,87#3336#44#270,87#3350#213#284,87#3362#73#296,87#3376#198#310,87#3383#144#317,87#3390#292#324,87#3391#308#325,87#3392#258#326,87#3394#81#328,87#3394#356#328,87#3395#308#329,87#3398#23#332,87#3403#182#337,87#3403#293#337,87#3403#321#337,87#3404#174#338,87#3407#179#341,87#3407#233#341,87#3408#52#342,87#3411#0#345,87#3422#174#356,87#3427#310#361,87#3427#331#361,87#3428#336#362,87#3429#251#363,87#3431#25#365,87#3442#143#376,87#3459#320#393,87#3470#34#404,87#3470#333#404,87#3476#218#410,87#3479#311#413,30#352#184#12,87#3522#190#9,87#3522#208#9,87#3527#165#14,87#3528#306#15,87#3530#214#17,87#3532#187#19,87#3532#202#19,87#3562#298#49,87#3571#176#58,87#3576#66#63,87#3592#206#79,87#3596#63#83,87#3598#303#85,87#3604#202#91,87#3604#258#91,87#3618#303#105,87#3620#394#107,87#3620#435#107,87#3621#371#108,87#3691#213#178,87#3696#121#183,87#3728#120#215,87#3728#194#215,87#3728#240#215,87#3731#236#218,87#3738#119#225,87#3741#139#228,87#3806#223#293,87#3806#279#293,87#3836#272#323,87#3839#372#326,87#3852#428#339,87#3900#23#387,87#3920#153#407,87#3935#410#422,90#4245#201#251,90#4246#9#252,90#4399#167#414,90#4442#43#457,3#87#46#212
فقال تعبد~87#3788#54#275
فقال تعرفه~60#1678#36#476,87#3544#145#31
فقال تعرفهم~87#3694#298#181
فقال تعلم~87#3156#394#90,87#3156#410#90,87#3156#426#90,87#3808#124#295,40#915#19#111
فقال تغمز~90#4018#14#24
فقال تقدم~87#3800#252#287
فقال تقول~90#4502#50#517
فقال تكلم~90#4309#191#315
فقال تكلموا~41#1016#116#105,87#3456#358#390
فقال تلك~82#2698#168#333,90#4287#170#293,90#4298#81#304,37#488#107#97
فقال توبة~90#4033#156#39,90#4206#126#212
فقال توحيد,~90#4451#180#466
فقال توقع~90#4248#18#254
فقال ثالث~90#4085#75#91
فقال ثالثا~90#4377#216#392
فقال ثكلتك~87#3237#422#171,87#3329#327#263
فقال ثلاث~87#3961#200#448
فقال ثلاثة~90#4081#68#87,41#996#94#85
فقال ثم~46#1492#101#64
فقال جئتك~87#3896#230#383
فقال جاءتني~90#4041#102#47
فقال جبريل~25#254#73#29
فقال جبل~87#3626#341#113
فقال جرمه~90#4320#161#326
فقال جزاؤه~87#3723#383#210
فقال جزاك~90#4168#98#174
فقال جعت~87#3634#151#121
فقال جعفر~82#2522#92#157,90#4386#212#401
فقال جعلت~90#4370#9#385
فقال جل~87#3470#63#404,87#3475#359#409,38#591#74#36,38#647#26#112
فقال جمع~39#799#0#120
فقال جمعت~90#4291#56#297
فقال جنى~90#4297#71#303
فقال جنية~87#3976#91#463
فقال جهم~90#4158#110#164
فقال جوار~45#1477#32#351
فقال جوعك~90#4266#180#272
فقال جوف~87#3107#296#41,87#3107#441#41
فقال جولس~80#1900#130#25
فقال حاتم~90#4057#54#63
فقال حال~90#4343#88#358,90#4495#57#510
فقال حاملات~87#3929#162#416
فقال حب~87#3484#141#418
فقال حبسهم~87#3470#19#404
فقال حبيبي~87#3584#293#71
فقال حتى~87#3255#299#189,87#3384#0#318,87#3667#124#154,87#3706#166#193,87#3923#99#410,90#4268#24#274
فقال حدثنا~41#1047#97#136,87#3847#315#334,87#3975#379#462
فقال حدثني~41#1047#162#136,90#4379#200#394,41#993#77#82
فقال حرام~87#3965#294#452
فقال حراموحدثنا~87#3954#364#441
فقال حزنا~83#2836#38#65
فقال حسبنا~54#1549#160#55
فقال حسبي~87#3449#112#383
فقال حسن~41#1254#125#343,87#3802#289#289,90#4256#169#262,40#873#63#69
فقال حفظ~41#1018#197#107,41#1086#54#175
فقال حق~82#2272#48#359,87#3605#398#92
فقال حقيقة~41#1243#115#332
فقال حقيقته~90#4415#214#430
فقال حلالها~25#249#18#24
فقال حمل~82#2056#128#143,82#2559#7#194
فقال حن~82#1991#94#78
فقال حين~90#4048#132#54
فقال حينئذ~82#2551#287#186
فقال خذ~87#3811#119#298,87#3887#5#374,87#3887#83#374
فقال خذا~90#4289#87#295
فقال خذه~87#3951#374#438
فقال خذها~25#274#120#49,90#4350#46#365,90#4380#133#395
فقال خذوا~41#1326#45#416,87#3543#239#30
فقال خذوها~87#3570#5#57
فقال خر~90#4333#176#348
فقال خرج~87#3971#403#458
فقال خرجت~90#4265#168#271
فقال خرجتم~90#4301#231#307
فقال خروج~87#3712#179#199
فقال خشيت~90#4439#164#454
فقال خصني~87#3324#235#258
فقال خطيئتك~87#3223#306#157
فقال خفض~90#4272#190#278
فقال خلع~90#4295#86#301
فقال خله~90#4440#56#455
فقال خلو~41#1102#64#191,90#4236#20#242
فقال خوف~41#1089#67#178
فقال خيار~46#1501#95#75
فقال خير~52#1540#171#54
فقال خيرا~90#4232#79#238,90#4232#116#238
فقال خيرنا~87#3341#107#275
فقال داود~44#1417#59#21,90#4047#74#53
فقال دخل~90#4206#0#212
فقال دخلت~87#3088#349#22
فقال دخول~90#4472#135#487
فقال دعاء~52#1539#25#53
فقال دعها~87#3994#104#481
فقال دعوه~87#3956#395#443
فقال دعيها~87#3930#386#417
فقال دلنا~82#2004#133#91
فقال دواؤه~87#3832#81#319
فقال دوام~90#4037#33#43
فقال ذات~90#4449#201#464
فقال ذاك~41#1247#106#336,87#3604#74#91,87#3880#202#367,90#4224#189#230,90#4225#5#231,90#4385#39#400
فقال ذفافة~41#1025#181#114
فقال ذكرت~90#4394#192#409
فقال ذكرتني~87#3754#300#241
فقال ذلك~87#3265#211#199,87#3309#89#243,87#3454#98#388,87#3779#36#266,87#3940#29#427,87#3991#244#478,90#4049#119#55,90#4309#115#315,90#4398#121#413
فقال ذمتي~87#3312#160#246
فقال ذنوبك~87#3141#369#75
فقال ذنوبي~87#3468#31#402
فقال ذهب~90#4425#60#440
فقال ذو~82#2026#42#113,82#2513#138#148,82#2647#0#282,87#3622#332#109,87#3622#351#109,90#4033#62#39
فقال رأيت~81#1907#1#9,25#266#92#41,85#2928#46#74,87#3195#13#129,87#3472#269#406,87#3850#288#337,87#3916#83#403
فقال رؤية~41#1113#133#202,41#1153#41#242,41#1179#78#268,90#4355#139#370
فقال رئيس~82#2452#183#87
فقال راقب~37#445#64#53
فقال رايت~52#1537#148#51
فقال رب~82#2231#185#318
فقال ربحت~87#3952#57#439
فقال رجال~82#2418#160#53
فقال رجل~41#1170#56#259,41#1177#104#266,41#1302#96#392,87#3555#371#42,87#3580#1#67,87#3726#209#213,87#3967#346#454,90#4230#22#236,90#4269#94#275,90#4467#134#482,41#949#97#38
فقال رجلاشرح~82#2646#278#281
فقال رحم~41#1109#69#198,41#1270#58#359
فقال رحماء~87#3204#66#138
فقال رحمك~87#3912#54#399,87#3952#121#439
فقال رحمه~87#3968#181#455,87#3968#229#455
فقال رسول~41#1026#228#115,41#1027#3#116,42#1338#65#3,43#1357#84#26,43#1358#67#28,43#1371#77#45,44#1454#117#58,46#1493#122#65,87#3201#344#135,87#3242#17#176,87#3242#61#176,87#3242#99#176,87#3251#163#185,87#3332#45#266,87#3352#87#286,87#3491#384#425,87#3502#453#436,87#3598#193#85,87#3695#451#182,87#3696#41#183,87#3885#151#372,87#3885#189#372,87#3905#168#392,87#3927#13#414,87#3929#78#416,90#4292#134#298,90#4327#206#341,39#757#134#76,39#757#159#76,39#771#117#90,40#889#128#85,40#910#86#106
فقال رفع~87#3914#373#401
فقال رفعت~87#3914#333#401
فقال رقيت~87#3984#254#471
فقال رهبانية~60#1653#139#451
فقال زدنى~7#120#206#9
فقال زدني~82#2088#94#175
فقال زلة~87#3361#12#295
فقال زوجوني~87#3914#428#401,87#3916#61#403,87#3926#369#413
فقال سألت~87#3954#356#441,87#3954#360#441,87#3965#285#452,87#3965#289#452,90#4258#115#264,90#4344#218#359,39#768#157#87,39#768#165#87,39#768#172#87,39#768#178#87
فقال سألتني~87#3277#122#211
فقال سألني~87#3770#258#257
فقال سالني~46#1491#61#65
فقال سبحان~87#3130#404#64,87#3560#261#47,87#3894#65#381,87#3997#155#484
فقال سبحانة~87#3303#242#237
فقال سبحانك~87#3234#55#168,87#3234#634#168
فقال سبحانه~87#3097#72#31,87#3243#136#177,87#3247#240#181,87#3247#343#181,87#3268#177#202,87#3282#314#216,87#3411#146#345,87#3429#278#363,87#3452#299#386,87#3517#252#4,30#352#140#12,87#3525#415#12,87#3588#70#75,87#3588#423#75,87#3592#83#79,87#3660#225#147,87#3692#55#179,87#3696#426#183,87#3730#264#217,87#3731#1#218,87#3767#196#254,87#3856#159#343,87#3919#392#406,39#717#142#36
فقال سبقك~87#3549#60#36,87#3550#116#37
فقال ست~87#3759#174#246
فقال ستة~52#1539#104#53
فقال سجد~61#1693#167#168
فقال سر~87#3276#433#210,90#4521#232#536
فقال سعد~46#1491#282#65
فقال سفر~90#4436#72#451
فقال سفيان~87#3308#30#242,90#4235#89#241
فقال سكباج~41#1139#146#228
فقال سكرة~41#1173#131#262
فقال سل~41#1139#18#228,46#1508#164#80,82#2228#199#315,87#3393#149#327,90#4527#201#542
فقال سلام~82#2233#237#320,82#2234#67#321
فقال سلفقلت~90#4043#46#49
فقال سلمان~87#3494#50#428,87#3818#24#305
فقال سلمت~87#3811#20#298
فقال سلوا~87#3337#87#271,90#4455#186#470
فقال سلوه~87#3744#157#231
فقال سليم~82#2443#154#78
فقال سليمان~82#2452#237#87,90#4283#119#289
فقال سمع~90#4499#176#514
فقال سمعان~77#1866#1#57
فقال سمعت~41#1047#142#136,41#1123#112#212,42#1339#70#4,87#3598#84#85,90#4344#185#359,90#4344#209#359,90#4426#56#441,90#4452#108#467
فقال سهل~90#4375#224#390,90#4410#44#425,90#4410#58#425,90#4519#59#534
فقال سوء~90#4387#46#402
فقال سواء~87#3133#107#67
فقال سوف~54#1550#26#56
فقال سيغفر~52#1540#10#54
فقال سيكون~90#4311#235#317
فقال سينهاه~87#3135#296#69
فقال شاب~87#3890#333#377
فقال شاه~90#4242#210#248,90#4254#25#260
فقال شد~87#3952#285#439
فقال شرع~30#351#289#11
فقال شعرالا~87#3882#346#369
فقال شعيرة~87#3481#334#415
فقال شقيق~90#4049#48#55,90#4049#104#55,90#4369#163#384,90#4369#178#384
فقال شكر~90#4301#186#307
فقال شهادة~60#1648#158#446
فقال شهد~82#2003#53#90,82#2004#207#91
فقال صائم~90#4364#33#379
فقال صاحب~87#3585#327#72,87#3585#545#72,87#3821#349#308,87#3848#431#335,90#4392#201#407
فقال صاحبه~90#4224#31#230
فقال صاحبي~87#3817#453#304
فقال صالح~81#1904#44#6,90#4410#132#425
فقال صبي~90#4229#122#235
فقال صدق~87#3084#101#18,87#3108#279#42,87#3190#293#124,87#3898#111#385,90#4069#0#75
فقال صدقت~87#3230#235#164,87#3230#400#164,87#3999#40#486,90#4381#72#396
فقال صدقوا~3#99#14#224
فقال صرت~87#3651#347#138
فقال صرفه~87#3978#35#465
فقال صفته~41#1152#0#241,82#2112#74#199
فقال صلى~46#1494#51#66,46#1501#170#75,87#3087#300#21,87#3107#116#41,87#3206#207#140,87#3304#371#238,87#3432#2#366,87#3546#531#33,87#3733#58#220,87#3930#227#417
فقال صليت~46#1505#100#77,90#4527#209#542
فقال صنع~87#3811#210#298
فقال صوفي~90#4390#220#405
فقال ضرب~87#3623#90#110
فقال ضربت~87#3854#276#341
فقال ضعف~41#1088#127#177,90#4090#32#96
فقال ضعه~87#3715#244#202
فقال ضيق~41#1161#75#250
فقال طاب~87#3981#245#468
فقال طالت~87#3583#394#70
فقال طبت~40#911#46#107
فقال طريق~90#4074#23#80
فقال طعنة~90#4399#125#414
فقال طلب~82#2576#210#211,87#3308#87#242
فقال طوبى~60#1675#228#473
فقال طول~87#3152#106#86
فقال طيب~87#3973#423#460
فقال عافاك~87#3830#134#317,87#3952#163#439
فقال عبد~41#1169#40#258,25#294#108#69,87#3350#410#284,87#3540#163#27,87#3805#297#292,90#4349#222#364,90#4353#69#368,90#4391#193#406,90#4394#115#409,90#4532#142#547,90#4558#16#573,39#804#115#125
فقال عتبة~90#4501#52#516
فقال عثمان~90#4378#136#393
فقال عجبت~87#3429#326#363
فقال عد~87#3322#387#256
فقال عدم~82#2525#54#160
فقال عرف~87#3535#48#22
فقال عرفت~87#3732#365#219
فقال عز~41#1121#113#210,41#1133#103#222,10#144#187#42,12#149#188#52,58#1605#110#6,58#1612#55#13,58#1612#135#13,58#1615#223#16,58#1616#14#17,60#1656#0#454,20#189#153#154,81#1920#29#22,83#2807#7#36,83#2807#31#36,83#2813#130#42,83#2813#168#42,83#2814#117#43,83#2816#35#45,87#3097#169#31,87#3104#290#38,87#3132#105#66,87#3157#244#91,87#3209#179#143,87#3229#440#163,87#3256#213#190,87#3382#224#316,87#3383#207#317,87#3402#8#336,87#3414#137#348,87#3418#297#352,87#3423#244#357,87#3423#275#357,87#3427#27#361,87#3436#342#370,87#3437#71#371,87#3437#446#371,87#3486#302#420,87#3777#30#264,87#3806#118#293,87#3812#251#299,87#3849#102#336,87#3895#39#382,87#3899#393#386,87#3919#231#406,87#3961#25#448,90#4382#104#397,38#591#10#36,3#88#81#213
فقال عزفت~87#3483#175#417
فقال عزيز~82#2508#67#143
فقال عسكر~90#4048#113#54
فقال عصاي~82#2351#118#438,82#2351#181#438,82#2351#212#438
فقال عصفور~90#4203#172#209
فقال عكرمة~87#3972#290#459
فقال علامة~41#1055#39#144
فقال علت~87#3425#182#359
فقال علم~90#4307#193#313
فقال علمت~90#4386#44#401,90#4399#105#414
فقال علمني~82#2646#259#281,87#3276#461#210
فقال على~46#1493#37#65,82#2207#123#294,87#3223#220#157,87#3382#300#316,87#3634#208#121,90#4036#128#42,90#4207#62#213,90#4303#146#309,39#726#181#45,39#736#53#55
فقال علي~60#1681#132#479,87#3433#102#367,87#3641#144#128,87#3714#306#201
فقال عليك~82#2099#131#186,87#3991#148#478,39#707#12#26,40#851#39#47
فقال عليكم~60#1679#74#477
فقال عليه~87#3425#367#359,87#3456#216#390,87#3484#36#418,87#3491#263#425
فقال عم~90#4532#262#547
فقال عمر~41#1026#31#115,43#1411#140#111,43#1412#7#112,46#1487#120#59,87#3124#227#58,87#3184#394#118,87#3230#518#164,87#3393#33#327,87#3495#31#429,87#3556#183#43,87#3556#280#43,87#3713#56#200,90#4276#191#282,90#4309#171#315,39#726#187#45,39#796#62#115,39#796#171#115
فقال عملت~87#3971#321#458
فقال عن~44#1437#126#41,87#3622#91#109
فقال عند~41#949#181#38
فقال عندنا~90#4243#128#249
فقال عندي~41#1178#140#267,87#3556#265#43,90#4112#60#118
فقال عيبين~52#1538#206#52
فقال عيسى~41#1112#33#201,87#3492#37#426
فقال غذاؤه~87#3794#303#281
فقال غرضي~87#3831#244#318
فقال غض~82#2256#15#343,85#2926#101#72
فقال غفر~87#3230#526#164,87#3568#312#55,90#4037#79#43,90#4044#69#50,90#4044#198#50,90#4287#115#293,90#4411#69#426,90#4474#14#489
فقال غلام~90#4384#14#399
فقال غننا~43#1411#134#111
فقال غيبة~90#4363#12#378
فقال غير~82#2562#126#197,90#4449#164#464
فقال فأصبح~25#303#124#78
فقال فإذا~60#1648#177#446
فقال فإن~82#2447#77#82,87#3939#400#426,87#3958#19#445
فقال فاذا~67#1781#155#47
فقال فاسهرت~46#1484#111#56
فقال فاطر~82#2255#31#342
فقال فاعلم~41#1333#175#423,82#2612#216#247,82#2614#112#249,82#2614#132#249
فقال فدخل~87#3626#256#113
فقال فذكر~87#3914#56#401
فقال فرقة~90#4419#92#434
فقال فسبحان~87#3102#277#36
فقال فسخرنا~82#2551#181#186
فقال فصبر~90#4322#145#328
فقال ففيم~44#1439#168#43
فقال فقال~41#1254#124#343,40#863#62#59
فقال فقد~41#1195#6#284
فقال فقدت~90#4424#98#439
فقال فقر~90#4420#207#435
فقال فقل~87#3613#281#100
فقال فقير~87#3698#118#185,90#4527#13#542
فقال فلا~87#3104#225#38,87#3601#57#88
فقال فلان~87#3238#206#172,87#3333#84#267
فقال فليتغد~90#4392#70#407
فقال فليصحبه~90#4444#3#459
فقال فما~90#4349#212#364
فقال فمن~90#4309#210#315
فقال فهل~46#1491#96#65
فقال في~41#1268#33#357,44#1444#117#48,46#1487#88#59,60#1650#48#448,82#2330#27#417,82#2463#193#98,87#3166#396#100,87#3166#422#100,87#3166#689#100,87#3166#715#100,87#3183#8#117,87#3223#206#157,87#3298#186#232,87#3331#295#265,87#3369#113#303,87#3382#277#316,87#3392#37#326,87#3394#149#328,87#3401#331#335,87#3408#257#342,87#3438#200#372,87#3505#82#439,87#3509#228#443,87#3577#240#64,87#3578#366#65,87#3607#44#94,87#3620#213#107,87#3647#6#134,87#3687#436#174,87#3729#139#216,87#3730#339#217,87#3731#40#218,87#3779#99#266,87#3784#48#271,87#3802#19#289,87#3872#82#359,90#4037#114#43,90#4259#107#265,90#4353#66#368,90#4404#212#419
فقال فيك~87#3494#120#428
فقال فيم~52#1539#69#53
فقال فيما~82#2657#33#292,90#4353#61#368
فقال فيه~87#3594#335#81,87#3770#90#257,87#3877#312#364
فقال فيها~87#3180#217#114
فقال فيهما~87#3933#125#420
فقال قائلهم~87#3957#204#444
فقال قائلون~44#1434#202#38
فقال قاتل~87#3726#123#213
فقال قال~41#1087#25#176,90#4068#128#74,90#4266#100#272,90#4340#7#355,90#4407#27#422,90#4455#252#470,90#4458#13#473
فقال قالت~87#3975#244#462
فقال قبيح~90#4389#190#404
فقال قد~41#1021#95#110,41#1257#82#346,41#1257#94#346,41#1257#100#346,52#1536#260#50,14#157#43#66,19#179#85#144,82#2228#201#315,87#3087#67#21,87#3238#257#172,87#3322#344#256,87#3326#35#260,87#3491#330#425,87#3549#338#36,87#3549#434#36,87#3579#189#66,87#3627#17#114,87#3633#412#120,87#3634#411#121,87#3651#244#138,87#3802#158#289,87#3809#369#296,87#3824#148#311,87#3824#273#311,87#3825#122#312,87#3834#447#321,87#3838#23#325,87#3858#3#345,87#3896#257#383,87#3921#14#408,87#3942#374#429,87#3968#453#455,87#3971#103#458,87#3971#291#458,87#3971#295#458,87#3978#57#465,90#4393#225#408
فقال قدر~41#1170#124#259
فقال قدم~90#4375#292#390
فقال قدمت~90#4256#185#262
فقال قرأت~87#3685#6#172
فقال قربك~41#1259#41#348,90#4134#47#140
فقال قريب~41#1100#97#189
فقال قع~85#2927#165#73
فقال قل~60#1687#129#485,83#2814#89#43,87#3085#241#19,87#3237#467#171,87#3285#8#219,87#3354#134#288,87#3613#189#100,87#3632#274#119,87#3909#193#396,87#3914#270#401,87#3975#207#462,90#4324#249#330
فقال قلب~90#4296#109#302
فقال قلة~90#4220#20#226
فقال قلت~87#3589#256#76,90#4444#200#459
فقال قله~82#1946#306#33
فقال قلوب~87#3446#246#380
فقال قم~87#3888#362#375
فقال قوالب~90#4019#75#25
فقال قوته~87#3794#288#281
فقال قوله~90#4362#183#377
فقال قولوا~60#1687#152#485
فقال قوم~87#3374#367#308
فقال قيصر~79#1885#184#6,79#1885#202#6
فقال قيض~90#4364#124#379
فقال قيل~87#3617#190#104
فقال كاسيات~87#3355#247#289
فقال كان~41#1151#52#240,87#3127#226#61,87#3379#250#313,87#3967#78#454,87#3968#349#455,90#4078#83#84,90#4148#63#154,90#4228#153#234,90#4230#211#236,90#4300#214#306,90#4319#179#325,90#4517#77#532,39#817#66#138,41#995#95#84
فقال كانت~87#3981#67#468,90#4376#123#391
فقال كانوا~82#2162#117#249
فقال كتاب~87#3133#163#67,87#3161#98#95
فقال كتبت~85#2950#83#96
فقال كثرة~87#3698#357#185,87#3910#220#397
فقال كذبة~87#3964#303#451
فقال كذلك~87#3515#37#449
فقال كرهت~87#3841#138#328
